title,title_english,synopsis,main_picture,url
Prison School: Mad Wax,,"Hachimitsu Private Academy's five male students have been released from their oppressive prison captors, allowing them to return to their ideal school lives surrounded by short-skirted girls.

With their freedom restored, things could not be going better for the gang. Kiyoshi Fujino and Shingo Wakamoto have formed close bonds with their female classmates; Reiji Andou is the center of attention due to his masochistic quirks; and even Takehito ""Gakuto"" Morokuzu—notorious for defecating himself during class—befriends the klutzy yet like-minded Mitsuko Yokoyama. 

However, in contrast to his fellow ex-convicts, Jouji ""Joe"" Nezu struggles to readjust to student life, and the unlikely romantic success of his friend Gakuto pushes him to his wit's end. Feeling ostracized, he begins to wonder if life was better behind bars.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1216/122467l.jpg,https://myanimelist.net/anime/32485/Prison_School__Mad_Wax
High School DxD OVA,,"#1: Oppai, Minorimasu! (Episode 13)
A rumor is going about the school about how girls are disappearing and coming back ill and with their breast size decreased.

#2: Oppai, Motomemasu! (Episode 14)
While observing how the others do their jobs so they can do theirs better, Issei and Asia go with Rias to see if a coffin is cursed. During the investigation Issei is possessed by an Egyptian magician named Unas, It just so happens that Unas is just as perverted as Issei. Unas will only leave Issei's body if they can release Unas from the curse placed on him by a devil that Unas tried to make his bride.",https://cdn.myanimelist.net/images/anime/13/63561l.jpg,https://myanimelist.net/anime/12729/High_School_DxD_OVA
Hetalia World Series,Hetalia World Series,"The pasta-loving North Italy, stalwart Germany, and timid Japan continue their misadventures through history as they reenact various events leading up to and during the Second World War. This includes the turbulent relationship between Hungary and Prussia, the War of Austrian Succession, Lithuania's early days, and the Invasion of Poland. During such tumultuous times, how will these personified nations work their way through the conflicts?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/75792l.jpg,https://myanimelist.net/anime/8479/Hetalia_World_Series
Omoide Poroporo,Only Yesterday,"Taeko Okajima is a 27-year-old, independent woman who spent her entire life in Tokyo. Looking to unwind from the rush of the big city, she decides to visit her family in the country to help out during the harvest.

On the train there, Taeko vividly recalls her memories as a schoolgirl in the initial stages of puberty, as if she is on a trip with her childhood self. A young farmer named Toshio picks her up at the station, and they quickly develop a friendship. During her stay, Taeko forms strong bonds with family and friends, learning the contrasts between urban and rural life, as well as the struggles and joys of farming.

Nostalgic and bittersweet, Omoide Poroporo takes on Taeko's journey as an adult woman coming to terms with her childhood dreams compared to the person she is today.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1967/112659l.jpg,https://myanimelist.net/anime/1029/Omoide_Poroporo
Cross Ange: Tenshi to Ryuu no Rondo,Cross Ange: Rondo of Angel and Dragon,"Angelise Ikaruga Misurugi is the first princess of the noble Misurugi Empire. The kingdom has seen great power and prosperity due to the advancement of the revolutionary technology known as ""Mana,"" an abstract bending of light that has reduced the world's problems of war and pollution to a timeless peace. 

However, not all are blessed with the ability to wield Mana. Those who cannot are labeled ""Norma,"" outcasts of society who are considered a threat to civilization and live under constant persecution, and Angelise herself is one of many who want the Norma exterminated. But as Angelise's sixteenth birthday commences, it is discovered in a shocking revelation that she is actually a Norma. Chaos ensues, the public is outraged, and the once adored princess is exiled to Arzenal: a remote military base where Normas are forced into conscription.

Now, the former royal must adapt to a harsh and vastly different lifestyle; piloting mechanical robots known as ""Paramail"" to fend off large, devastating beasts referred to as DRAGONs. However, a sinister truth about these savage creatures threatens to change everything.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/67515l.jpg,https://myanimelist.net/anime/25731/Cross_Ange__Tenshi_to_Ryuu_no_Rondo
Kakegurui××,,"As Yumeko Jabami's fame grows and the reputation of the student council dwindles, Kirari Momobami decides to revolutionize the group. To this end, she announces an election for its next president. The rules are simple: each student in the school receives one chip. Whoever has the most chips by the end of thirty days becomes both the new president and the head of the Momobami clan.

Upon receiving news of this development, the Momobami branch families spring into action. Eleven transfer students arrive at Hyakkao Private Academy, each aiming to lead both the school and the Momobami clan. Equipped with unique talents, they will compete to get as many chips as possible—but their chips are not the only things on the line.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1496/96519l.jpg,https://myanimelist.net/anime/37086/Kakegurui××
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Naruto Shippuden Movie 3 - The Will of Fire,"After being sent to investigate the alarming disappearance of four bloodline limit-wielding ninjas from different countries, Kakashi Hatake, Naruto Uzumaki, Sakura Haruno, and Sai successfully discover their whereabouts and inform the Hokage. Unexpectedly, Tsunade's further arrangements fall apart when Hiruko—the mastermind behind the incident and also a former Konohagakure ninja obsessed with power—appears to announce that he has absorbed the missing ninjas' unique abilities. On the verge of becoming invincible, he seeks one more bloodline limit before starting an all-out war to take over the world.

As Konohagakure's past connections with Hiruko raise suspicions among the nations about its involvement in the affair, Tsunade receives an ultimatum to solve the crisis. Left with no other choice, she decides to follow Kakashi's lead after he presents a daring yet salutary scheme—a proposal that could send him to certain death. However, Naruto opposes such a plan! Despite the Hokage's decision, he is determined to save his teacher's life, even if it means fighting friend and foe alike.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1493/116732l.jpg,https://myanimelist.net/anime/6325/Naruto__Shippuuden_Movie_3_-_Hi_no_Ishi_wo_Tsugu_Mono
Otome Game Sekai wa Mob ni Kibishii Sekai desu,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,"Blackmailed into playing a dating simulator set in a matriarchy, an ordinary man must put up with the unbearable and convoluted world until he clears the game. After countless days of grinding, he finally manages to beat it, but his hardcore gaming comes at a cost: extreme sleep deprivation and hunger.

While heading out to the convenience store to solve one of these problems, the man tumbles down the stairs and falls unconscious, only to wake up to the worst possible realization—he has been reincarnated into the game as the mob character Leon Fou Bartfort. Now trapped in a world he despises, Leon must use his knowledge of the game to navigate through the plot safely and sustain himself in a society where the odds are heavily stacked against him.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1161/121462l.jpg,https://myanimelist.net/anime/50461/Otome_Game_Sekai_wa_Mob_ni_Kibishii_Sekai_desu
Grappler Baki (TV),,"Ever since he was born, Baki Hanma has always known nothing but fighting—strengthening every single muscle and learning different techniques from various martial arts under the supervision of his mother, Emi Akezawa. He trains in order to prepare himself to face and eventually surpass his own father, Yuujirou Hanma, a man feared by the masses as the ""Ogre"" and deemed the strongest being in the world.

However, when Baki realizes his mother's techniques are no longer enough, he sets out to become stronger in his own way. Seeking out powerful opponents and forming unbreakable bonds with them, he continues to grow both body and his soul, as the clock continues to tick closer toward the inevitable showdown against his father...

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/7604l.jpg,https://myanimelist.net/anime/287/Grappler_Baki_TV
Gunslinger Girl,Gunslinger Girl,"In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies, the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications, they are still just children at heart, struggling for recognition from those they love, even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/3088l.jpg,https://myanimelist.net/anime/134/Gunslinger_Girl
Toaru Majutsu no Index Movie: Endymion no Kiseki,A Certain Magical Index the Movie: The Miracle of Endymion,"In the scientifically advanced Academy City, a miracle is about to occur: the completion of the world's first space elevator, ""Endymion."" Meanwhile, a certain high school student, Touma Kamijou, and his companion Index are going about their daily lives when they encounter and befriend Arisa Meigo, a cheerful and ambitious singer. When strange occurrences begin taking place throughout the city, they lead to the discovery of an intricate plot surrounding Arisa and Endymion. Things only get more complicated when the Stiyl Magnus appears, signifying that the magical world is somehow involved too...

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1885/93861l.jpg,https://myanimelist.net/anime/11743/Toaru_Majutsu_no_Index_Movie__Endymion_no_Kiseki
Break Blade Movie 6: Doukoku no Toride,Broken Blade 6,Sixth and final Break Blade movie.,https://cdn.myanimelist.net/images/anime/4/68089l.jpg,https://myanimelist.net/anime/10092/Break_Blade_Movie_6__Doukoku_no_Toride
Detective Conan Movie 09: Strategy Above the Depths,,"Fifteen years ago in a barren stretch of the Pacific, a cruise ship collided with an iceberg and was lost at sea. More than a decade later, Hideto Yashiro—a ship engineer—died in a fatal car accident. The unlikely connection between these events only comes to light on the luxury liner St. Aphrodite during her maiden voyage.

Aboard it on a much needed vacation, Kogorou Mouri, his daughter Ran, Conan Edogawa, and the Detective Boys enjoy a trip provided by Sonoko Suzuki's family. But their fun is soon cut short when a game of hide-and-seek leads to Sonoko's disappearance. Some time later, the CEO of the Yashiro group, who built the St. Aphrodite, is found stabbed to death and her father missing. While the police's investigation turns to a dead end, Conan closes in on the culprit. Unwilling to be apprehended, the culprit threatens to blow up the St. Aphrodite and sink all her passengers.

As the ship's hull rapidly fills with water, the truth behind the vengeful murders is finally revealed. With no place to escape, Conan and Kogorou must wrestle with the elusive culprit before everyone on board is dragged to the ocean floor.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/20983l.jpg,https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths
Keroro Gunsou,Sgt. Frog,"Unsuspecting inhabitants of the planet Earth are going about their business, enjoying a bright and particularly beautiful sunny day, when a young Japanese boy spots a shiny object falling from the sky... Has an alien invasion finally begun?

Elsewhere in Japan, Keroro, frog sergeant and leader of the Space Invasion Army Special Tactics Platoon of the 58th Planet in the Gamma Planetary System, has discovered the perfect hideout. He infiltrates the home of the Hinata family in an attempt to establish a headquarters that he and his troops could use to prepare for world domination... but earthlings Fuyuki and Natsumi Hinata are too much for him to handle! Natsumi instinctively calls them out of hiding, leaving the hapless sergeant no option but to reveal his secret identity. The two siblings soon welcome the sergeant to their home, all thanks to Fuyuki’s generos—err... curiosity.

The Sergeant has successfully infiltrated his first target area! Or has he? Join Keroro Gunsou in his dastardly attempt to take over the world!",https://cdn.myanimelist.net/images/anime/2/21764l.jpg,https://myanimelist.net/anime/516/Keroro_Gunsou
Suzumiya Haruhi no Yuuutsu (2009),The Melancholy of Haruhi Suzumiya Season 2,"Kyon has found himself dragged through many adventures as of late—all because of the SOS Brigade club and its excitable leader, Haruhi Suzumiya. He has stopped believing in the supernatural long ago, but after being forced to join this club based solely on that, he has seen things that cannot be explained logically. 

Joining Kyon on his various misadventures is the shy and soft-spoken Mikuru Asahina, the bookish Yuki Nagato, and the ever-cheerful Itsuki Koizumi. Whether it is summer vacation or a school festival, things involving their club and Haruhi herself always end up becoming strange.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/75377l.jpg,https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009
Toriko,Toriko,"Hamburgers that grow out of the ground like four-leaf clovers, mountain ranges carved out of ice cream, and warm servings of mac and cheese that stew deep within the stomachs of volcanoes fill the landscape. This world of delectable natural wonders has reached a prime age of exploration—the Gourmet Age! Citizens and chefs alike aspire to taste and prepare the finest dishes, while adventurers called ""Gourmet Hunters"" seek out delicious rare ingredients.

Possessing a unique set of skills, the wild and passionate Gourmet Hunter Toriko is infamous for discovering 2% of all known ingredients. Together with his friend Komatsu—a highly skilled chef working at a five-star hotel—Toriko strives to complete his Full Course Menu of Life. But it isn’t going to be easy; in order to obtain the most delicious ingredients, Toriko must battle against obstacles like deadly monsters, evil organizations, and food itself!  

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1757/100671l.jpg,https://myanimelist.net/anime/10033/Toriko
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,,"As the Fifth Holy Grail War reaches its conclusion, Saber repeats her final duty from the previous war in order to end the vicious cycle once and for all. With the decisive blow draining her remaining mana reserves, Saber's body begins to dissipate. She utters a tearful farewell—but Rin Toosaka reaches out to her at the last moment. 

The future has been changed, and a new beginning awaits.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/75684l.jpg,https://myanimelist.net/anime/31389/Fate_stay_night__Unlimited_Blade_Works_2nd_Season_-_Sunny_Day
Air,Air,"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her.

By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/22059l.jpg,https://myanimelist.net/anime/101/Air
Yuru Yuri Nachuyachumi!+,,Extra episodes of Yuru Yuri Nachuyachumi!,https://cdn.myanimelist.net/images/anime/2/75992l.jpg,https://myanimelist.net/anime/30902/Yuru_Yuri_Nachuyachumi_
Saint Seiya: Meiou Hades Meikai-hen,Saint Seiya: The Hades Chapter - Inferno,"Seiya and the rest of the Bronze and Gold Saints who have survived the Sanctuary battle have entered the world of the Dead. They are fighting to get to Hades and defeat him. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/75732l.jpg,https://myanimelist.net/anime/1253/Saint_Seiya__Meiou_Hades_Meikai-hen
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Danganronpa 3: The End of Hope's Peak High School - Future Arc,"After Makoto Naegi and his fellow survivors escaped Hope's Peak Academy to the world beyond, they soon join the Future Foundation, an organization dedicated to combating despair. Just when all seems to be looking up, Naegi is arrested and tried for betrayal due to defending a malicious group of Remnants of Despair. Standing before all of the Future Foundation executives, he finds himself, along with Kyouko Kirigiri and Aoi Asahina, facing an unknown fate.

The matter at hand only escalates when the organization's supposedly impenetrable security is hacked into by a
familiar face: Monokuma. Much to Naegi's horror, the mechanical bear immediately announces the beginning of a new killing game, as moments later, the first victim appears as a signal for despair to resume its brutal conquest.

In the conclusion to Danganronpa's gripping tale of hope and despair, Naegi, the Super High School-Level Lucky Student, must once again unravel the mystery as his colleagues and friends begin falling around him. However, there are no more class trials; among the 16 desperate participants, there is only one killer—and their death means the end of this infernal game.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/80931l.jpg,https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen
Mahouka Koukou no Rettousei: Raihousha-hen,The Irregular at Magic High School: Visitor Arc,"Following the events of ""Scorched Halloween,"" the world is introduced to a terrifyingly powerful Strategic class magician. In an effort to uncover the identity of this person, the United States of the North American Continent (USNA) dispatches the most powerful asset in its arsenal to Japan on a covert mission—the elite magician unit ""Stars"" and its commander, Angie Sirius.

At First High School, Tatsuya Shiba and his friends are having a farewell party for Shizuku Kitayama, who is leaving to study abroad in the USNA as part of an exchange program. In her place, the group welcomes the beautiful Angelina ""Lina"" Kudou Shields. Around the same time, Tatsuya is informed about the USNA's plan to uncover his true identity.

Elsewhere in Tokyo, numerous reports arise of seemingly random bodies found drained of blood. Dubbed as the works of a vampire, it does not take long for Tatsuya to connect the dots and realize that it is almost impossible for the timing of these events to be mere coincidences.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1322/114329l.jpg,https://myanimelist.net/anime/40497/Mahouka_Koukou_no_Rettousei__Raihousha-hen
Dumbbell Nan Kilo Moteru?,How Heavy Are the Dumbbells You Lift?,"During a regular after-school grub crawl, gluttonous high schooler Hibiki Sakura is confronted about her ever-expanding waistline by her best friend, Ayaka Uehara. With her attempts at solitary exercise failing miserably, Hibiki decides to join the newly opened Silverman Gym. At her orientation, Hibiki runs into student council president and school idol Akemi Souryuuin.

However, it soon turns out that Hibiki is in for a lot more than she bargained for. Not only is Silverman Gym full of world-renowned bodybuilders and athletes, but to make matters worse, Akemi turns out to be a total muscle fetishist! Grossed out by the scene unfolding before her eyes, Hibiki begins to leave, only to be stopped by trainer Naruzou Machio. Completely enthralled with her newfound Prince Charming, Hibiki signs up as a gym member. Now, as a result of her spur-of-the-moment decision, Hibiki must adapt to her new lifestyle.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1385/101060l.jpg,https://myanimelist.net/anime/39026/Dumbbell_Nan_Kilo_Moteru
Sekirei: Pure Engagement,Sekirei: Pure Engagement,"The second stage of the battle royale known as the Sekirei Plan is underway. Shintou Teito has been closed off; no Sekirei or Ashikabi may leave. Minato Sahashi and his harem of Sekirei must now prepare to fight new battles as changes to the rules are put into place. However, not all groups will return to the battle: some Sekirei are loved very much by their Ashikabi partners, who would rather forfeit the prize than see them perish.

In the midst of the action, someone close to Minato may be more involved than he had ever imagined, and threats lurk around every corner. There are even rumors that the ""Single Numbers,"" the most powerful type of Sekirei, have entered the fray. In the eyes of the ""Game Master"" Minaka Hiroto, everything is proceeding according to plan.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/75178l.jpg,https://myanimelist.net/anime/5277/Sekirei__Pure_Engagement
Xian Wang de Richang Shenghuo,The Daily Life of the Immortal King,"As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that he’s sixteen, he faces his greatest battle yet – Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away…

(Source: Novel Updates)",https://cdn.myanimelist.net/images/anime/1925/105508l.jpg,https://myanimelist.net/anime/41094/Xian_Wang_de_Richang_Shenghuo
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Akito the Exiled - The Wyvern Arrives,"It is the year 2017, and Europe is being invaded by the forces of the Holy Britannian Empire. In an attempt to combat the opposition's overwhelming pressure and put an end to the massive casualties, the army forms a special unit called Wyvern, or W-0, composed of former Japanese citizens referred to as ""Elevens."" Recruited from ghettos, these young men and women pilot Knightmare frames—humanoid war machines—into dangerous operations where death awaits, hoping to make a name for themselves.

When a European regiment attempting to recapture a crucial city is pinned down by the enemy, it's up to W-0 to bail them out. Among those selected for the rescue operation is Lieutenant Akito Hyuuga, known as ""Hannibal's Ghost"" due to his prowess on the battlefield. However, the supposed rescue mission becomes suicidal when, in an attempt to take out as many Britannians as possible, the commanding officer initiates the Knightmare's self-destruct sequence. In its aftermath, Akito finds that he is the last one standing…

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/41401l.jpg,https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita
Samurai 7,Samurai 7,"In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace.

Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri), the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess, Kirara, her younger sister, Komachi, and a heartbroken villager, Rikichi, set off to hire willing samurai with nothing to offer but rice from their meager harvests. Through dangerous encounters and a bit of luck, seven samurai of varying specialties and experience are gathered for an epic battle against the bandits and the merchants that influence them.

Samurai 7 is based loosely upon Kurosawa Akira's famous movie ""Seven Samurai""/""Shichinin no Samurai""",https://cdn.myanimelist.net/images/anime/1190/95421l.jpg,https://myanimelist.net/anime/166/Samurai_7
Hal,Hal,"Kurumi is a beautiful young woman whose beloved boyfriend, Hal, died in a sudden airplane accident. Left heartbroken and gloomy, she isolates herself in a small house. But this soon comes to change when her grandfather requests the help of a humanoid robot named Q01.

Taking on the appearance of Hal, Q01 is sent to Kurumi's house in order to save her from her state of despair. As Hal returns day after day and increases his efforts, Kurumi, despite her initial reluctance, slowly begins to open up to him and break free from her depression. But there is more to Hal than meets the eye, and these two will soon learn an unexpected truth about this relationship between a human and an android.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/46549l.jpg,https://myanimelist.net/anime/16528/Hal
Boku wa Tomodachi ga Sukunai,Haganai: I don't have many friends,"When Kodaka Hasegawa finds out that he will be transferring to a new school, he is determined to make a positive impression, and maybe even some friends. However, Kodaka discovers he is out of luck when he immediately gets labeled as a violent delinquent due to his blond hair and intimidating expression. Although a month has passed, Kodaka is still alone thanks to his notorious reputation. However, his life begins to change when he finds fellow loner Yozora Mikazuki talking to her imaginary friend in an empty classroom.

After sharing stories of their lonely high school life, Kodaka and Yozora decide to overcome the difficulties of making friends together by starting the Neighbor's Club. Created for people who don't have friends, daily activities involve learning social skills and how to fit in, which will hopefully allow them to make friends. Joined by the eroge-loving Sena Kashiwazaki, and other eccentric outcasts, Kodaka may finally have managed to find people he can call friends, in this club filled with hilarious oddballs.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/32873l.jpg,https://myanimelist.net/anime/10719/Boku_wa_Tomodachi_ga_Sukunai
Date A Live II,Date A Live II,"Spirits are otherworldly entities with immense power, capable of creating spatial quakes whenever they appear. One way of dealing with them is through brute force and killing them... or making them fall in love and sealing their powers. 

Having sealed three Spirits, Shidou Itsuka continues his mission with Ratatoskr in locating more spirits and dating them, to ensure the world's safety from further destruction. However, this time around, their problems will not be limited to Spirits as a more imposing threat seems to have noticed their activities.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/5/76003l.jpg,https://myanimelist.net/anime/19163/Date_A_Live_II
Hakuouki: Hekketsuroku,Hakuoki: Demon of the Fleeting Blossom - Record of the Jade Blood,"After the conclusion of Hakuouki, Chizuru Yukimura and the Shinsengumi are forced to flee Kyoto and set sail for Edo. In their commander Isami Kondou's absence, vice-commander Toshizou Hijikata steps in as acting commander. However, Hijikata is not only struggling with the extra leadership duties—which worries everyone around him—but also a newfound uncontrollable bloodlust. To make matters worse, the urge does not affect him alone, and it is even beginning to drive some of his subordinates mad.

Finally, Kondou returns with orders from the emperor to defend the castle, and a new name for their squad: the Kouyou Chinbutai. But in war, the balance of power can shift suddenly and allegiances can waver. In Hakuouki Hekketsuroku, Chizuru follows the Shinsengumi into the heart of war and continues the search for her missing father, all while the bond between her and Hijikata grows ever stronger.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/71797l.jpg,https://myanimelist.net/anime/9065/Hakuouki__Hekketsuroku
Dakaretai Otoko 1-i ni Odosarete Imasu.,DAKAICHI -I'm being harassed by the sexiest man of the year-,"Takato Saijou has held the title of ""Sexiest Man of the Year"" for five years running. He is an accomplished actor, with 20 years of experience under his belt, and is aware his good looks are well above average. Proud of his career, Takato regards the title as an appropriate indicator of his success.

But when his reign is ended by acting newbie Junta Azumaya, who debuted only three years ago, Takato's initial shock gives way to jealous hostility. Even in the new drama that he has been cast in, Junta seems to have suddenly surpassed him; snatching Takato's usual spot of lead actor, Junta continually manages to get on his nerves. Most infuriating of all are the bright smile and kind words that accompany everything Junta does.

All this animosity comes to a head, however, when Junta catches Takato in a rather vulnerable drunken state. Endangering his own public image, Takato confronts the junior actor with harsh words and angry comments—an opportunity Junta takes every advantage of. With the famous actor Takato Saijou now on video picking a fight with a co-star, Junta has the perfect means to blackmail him.

Asking the price of his enemy's silence, Takato is shocked to find that his motivation lies far from advancing his career; instead, Junta's terms are those that can only be realized in the bedroom!

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1402/95620l.jpg,https://myanimelist.net/anime/37597/Dakaretai_Otoko_1-i_ni_Odosarete_Imasu
High School DxD BorN: Yomigaeranai Fushichou,High School DxD Born OVA,Unaired anime episode bundled with the limited edition of High School DxD DX.2.,https://cdn.myanimelist.net/images/anime/1928/106618l.jpg,https://myanimelist.net/anime/32215/High_School_DxD_BorN__Yomigaeranai_Fushichou
Heroic Age,Heroic Age,"When the Golden Race invited other races to join them in the stars, three sentient races answered their call. The Goldens called them the Bronze, Silver and Heroic Tribes. Just before the Gold Tribe left to travel to another Universe, a fourth race appeared, traveling to the stars on their own accomplishments. The Golds named the human race the Iron Tribe. During the passing of time, humanity suffers at the hands of the more dominant races and is now facing extinction. Following a prophecy left by the Gold Tribe, Princess Deianeira sets out to search for the powerful being who might be able to save humankind. She meets a wild haired boy on an abandoned planet—a fateful encounter that will not only change the fortunes of Humanity, but also the fate of the universe.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/12/50435l.jpg,https://myanimelist.net/anime/2002/Heroic_Age
Medaka Box Abnormal,Medaka Box Abnormal,"After the defeat of Myouri Unzen at the hands of Medaka Kurokami and her Student Council, peace has returned to Hakoniwa Academy—at least, for a short while. Soon, Medaka, Zenkichi Hitoyoshi, Kouki  Akune, and Mogana Kikaijima find themselves wrapped up in another sinister scheme, known as the ""Flask Plan,"" led by the school's principal himself.

However, the council's first problem is to deal with a whole new group of superhuman students calling themselves the ""Thirteen Party,"" led by the egotistical but powerful Oudo Miyakonojou. With the mysterious Flask Plan, Oudo's tyranny, and the resurfacing of an old enemy, the state of Hakoniwa Academy is far from tranquil, and Medaka and her companions have their hands full as things only get a lot more abnormal. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/62919l.jpg,https://myanimelist.net/anime/14527/Medaka_Box_Abnormal
Naruto: Shippuuden Movie 2 - Kizuna,Naruto: Shippuden the Movie 2 -Bonds-,"Unleashing a devastating surprise attack, flying ninjas from the Land of Sky are seeking revenge against their old enemy Konohagakure. Despite his eagerness to join the fight, Naruto Uzumaki is held up by Shinnou, a mysterious doctor who requires his assistance to save an injured person. While delivering the wounded man to the hospital, Naruto has an unexpected encounter with Amaru—a stormy youngster from a neighboring village desperately looking for Shinnou's help.

Meanwhile, as the invaders withdraw to restore their forces, Tsunade seizes the opportunity to dispatch a small team including Sai, Shikamaru Nara, and Kakashi Hatake to strike down their base. Simultaneously, she commissions Naruto, Sakura Haruno, and Hinata Hyuuga to accompany Shinnou and Amaru on their journey. During this time, however, Orochimaru has his own schemes: he orders Sasuke Uchiha to bring him the doctor who specializes in the reincarnation technique.

As the escort group accidentally uncovers the sinister truth behind the attacks, tumultuous plans are set in motion. But even when confronted with an unforeseen reunion, Naruto does not waver in his endeavor to end the warfare and its disastrous effects.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/17830l.jpg,https://myanimelist.net/anime/4437/Naruto__Shippuuden_Movie_2_-_Kizuna
Radiant 2nd Season,RADIANT Season 2,"After fleeing from Rumble Town, Seth, Doc and Melie are back at the Artemis Institute. Thanks to Alma, Seth learns more about Piodon, his mysterious brother. But the quest for the Nemeses mythical nest Radiant has already waited too long, so the Horned Boy and his friends head to the island-continent of the Wizard Knights.

This location may be a new city for audiences, but it's a decaying world that's falling apart! Not only must Seth deal with these hardships, but he must also face a personal phenomenon where visions are invading his mind a little more each day.

(Source: monstersandcritics)",https://cdn.myanimelist.net/images/anime/1974/108398l.jpg,https://myanimelist.net/anime/39355/Radiant_2nd_Season
Digimon Adventure tri. 1: Saikai,Digimon Adventure tri. Reunion,"The gate to the Digital World has been closed for three years. Taichi Yagami and his friends have since moved on, and now that he is in his second year of high school, it is time for him to grow up. While everyone else knows what they want to do with their lives, Taichi remains unsure. Meanwhile, the group drifts further apart as they follow their own paths.

One day, a rogue insectoid Digimon called Kuwagamon materializes and disrupts electronics all over the city. Taichi recklessly chases after it and ends up cornered by the attacking Digimon. Suddenly, the Digivice that he still carries—a digital device that serves various purposes including helping one's Digimon partner to evolve—glows, and Agumon appears. The two are able to defeat Kuwagamon, but why did the Digimon cross over to this world in the first place? What is happening in the Digital World, and how exactly does this involve Meiko Mochizuki, the new transfer student in Taichi's class?

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/9/75493l.jpg,https://myanimelist.net/anime/25687/Digimon_Adventure_tri_1__Saikai
